Strain_ID,genome_id,antibiotic,resistant_phenotype,measurement,measurement_unit,laboratory_typing_method
GCF_900775285.1,573.26194,gentamicin,Susceptible,,,Broth dilution
GCF_900775315.1,573.26197,nitrofurantoin,Susceptible,,,Broth dilution
GCF_900774855.1,573.26150,cefazolin,Resistant,,,Broth dilution
GCF_900774695.1,573.26134,nitrofurantoin,Intermediate,,,Broth dilution
GCF_900775385.1,573.26204,piperacillin/tazobactam,Susceptible,,,Broth dilution
GCF_900775375.1,573.26203,ciprofloxacin,Susceptible,,,Broth dilution
GCF_900774965.1,573.26161,cefazolin,Susceptible,,,Broth dilution
GCF_900774475.1,573.26112,piperacillin/tazobactam,Susceptible,,,Broth dilution
GCF_900775495.1,573.26215,ertapenem,Susceptible,,,Broth dilution
GCF_900775295.1,573.26195,nitrofurantoin,Susceptible,,,Broth dilution
GCF_900774985.1,573.26163,tigecycline,Susceptible,,,Broth dilution
GCF_900774895.1,573.26154,amikacin,Susceptible,,,Broth dilution
GCF_900774955.1,573.26160,gentamicin,Susceptible,,,Broth dilution
GCF_900774695.1,573.26134,ampicillin/sulbactam,Susceptible,,,Broth dilution
GCF_900774535.1,573.26118,ampicillin,Resistant,,,Broth dilution
GCF_900774895.1,573.26154,ertapenem,Susceptible,,,Broth dilution
GCF_900774735.1,573.26138,gentamicin,Susceptible,,,Broth dilution
GCF_900775555.1,573.26221,ampicillin,Resistant,,,Broth dilution
GCF_900775555.1,573.26221,amikacin,Susceptible,,,Broth dilution
GCF_900775105.1,573.26175,aztreonam,Susceptible,,,Broth dilution
GCF_900775345.1,573.26200,meropenem,Susceptible,,,Broth dilution
GCF_900774835.1,573.26148,tigecycline,Resistant,,,Broth dilution
GCF_900775085.1,573.26173,amikacin,Susceptible,,,Broth dilution
GCF_900774955.1,573.26160,piperacillin/tazobactam,Susceptible,,,Broth dilution
GCF_900775345.1,573.26200,aztreonam,Susceptible,,,Broth dilution
GCF_900774995.1,573.26164,piperacillin/tazobactam,Susceptible,,,Broth dilution
GCF_900774655.1,573.26130,ciprofloxacin,Susceptible,,,Broth dilution
GCF_900774475.1,573.26112,ampicillin,Resistant,,,Broth dilution
GCF_900774835.1,573.26148,ceftazidime,Susceptible,,,Broth dilution
GCF_900775515.1,573.26217,piperacillin/tazobactam,Susceptible,,,Broth dilution
GCF_900775425.1,573.26208,gentamicin,Susceptible,,,Broth dilution
GCF_900775425.1,573.26208,ciprofloxacin,Susceptible,,,Broth dilution
GCF_900774955.1,573.26160,ampicillin/sulbactam,Susceptible,,,Broth dilution
GCF_900774655.1,573.26130,ertapenem,Susceptible,,,Broth dilution
GCF_900775495.1,573.26215,nitrofurantoin,Intermediate,,,Broth dilution
GCF_900774445.1,573.26109,tigecycline,Susceptible,,,Broth dilution
GCF_900774955.1,573.26160,cefazolin,Susceptible,,,Broth dilution
GCF_900774115.1,573.26077,ertapenem,Susceptible,,,Broth dilution
GCF_900774535.1,573.26118,ceftriaxone,Susceptible,,,Broth dilution
GCF_900774655.1,573.26130,meropenem,Susceptible,,,Broth dilution
GCF_900774735.1,573.26138,ceftazidime,Susceptible,,,Broth dilution
GCF_900775285.1,573.26194,nitrofurantoin,Susceptible,,,Broth dilution
GCF_900774995.1,573.26164,trimethoprim/sulfobactam,Susceptible,,,Broth dilution
GCF_900775315.1,573.26197,ceftazidime,Susceptible,,,Broth dilution
GCF_900774475.1,573.26112,ampicillin/sulbactam,Intermediate,,,Broth dilution
GCF_900775515.1,573.26217,meropenem,Susceptible,,,Broth dilution
GCF_900774835.1,573.26148,piperacillin/tazobactam,Susceptible,,,Broth dilution
GCF_900775425.1,573.26208,meropenem,Susceptible,,,Broth dilution
GCF_900774625.1,573.26127,ampicillin/sulbactam,Susceptible,,,Broth dilution
GCF_900774965.1,573.26161,ciprofloxacin,Susceptible,,,Broth dilution
GCF_900775105.1,573.26175,ertapenem,Susceptible,,,Broth dilution
GCF_900774205.1,573.26085,nitrofurantoin,Intermediate,,,Broth dilution
GCF_900774855.1,573.26150,gentamicin,Resistant,,,Broth dilution
GCF_900775285.1,573.26194,meropenem,Susceptible,,,Broth dilution
GCF_900775345.1,573.26200,tigecycline,Susceptible,,,Broth dilution
GCF_900775295.1,573.26195,trimethoprim/sulfobactam,Susceptible,,,Broth dilution
GCF_900774995.1,573.26164,aztreonam,Susceptible,,,Broth dilution
GCF_900774565.1,573.26121,meropenem,Susceptible,,,Broth dilution
GCF_900775295.1,573.26195,cefazolin,Susceptible,,,Broth dilution
GCF_900774565.1,573.26121,ampicillin,Resistant,,,Broth dilution
GCF_900775345.1,573.26200,trimethoprim/sulfobactam,Susceptible,,,Broth dilution
GCF_900774965.1,573.26161,amikacin,Susceptible,,,Broth dilution
GCF_900775105.1,573.26175,gentamicin,Susceptible,,,Broth dilution
GCF_900775495.1,573.26215,aztreonam,Susceptible,,,Broth dilution
GCF_900775505.1,573.26216,ciprofloxacin,Resistant,,,Broth dilution
GCF_900774505.1,573.26115,aztreonam,Susceptible,,,Broth dilution
GCF_900774985.1,573.26163,ertapenem,Susceptible,,,Broth dilution
GCF_900774855.1,573.26150,cefepime,Intermediate,,,Broth dilution
GCF_900775385.1,573.26204,cefazolin,Susceptible,,,Broth dilution
GCF_900775495.1,573.26215,piperacillin/tazobactam,Susceptible,,,Broth dilution
GCF_004924315.1,573.25927,levofloxacin,Susceptible,<=0.125,mg/L,Broth dilution
GCF_004924315.1,573.25927,ciprofloxacin,Susceptible,<=0.25,mg/L,Broth dilution
GCF_004924315.1,573.25927,trimethoprim/sulfamethoxazole,Susceptible,<=0.5/9.5,mg/L,Broth dilution
GCF_004924315.1,573.25927,imipenem,Intermediate,==2,mg/L,Broth dilution
GCF_004924315.1,573.25927,tetracycline,Susceptible,<=2,mg/L,Broth dilution
GCF_004924315.1,573.25927,gentamicin,Susceptible,<=0.25,mg/L,Broth dilution
GCF_004924315.1,573.25927,ampicillin,Resistant,<32,mg/L,Broth dilution
GCF_004924315.1,573.25927,aztreonam,Intermediate,==8,mg/L,Broth dilution
GCF_004924315.1,573.25927,ceftriaxone,Resistant,>32,mg/L,Broth dilution
GCF_004924315.1,573.25927,colistin,,<=0.25,mg/L,Broth dilution
GCF_004924315.1,573.25927,cefotaxime,Resistant,==4,mg/L,Broth dilution
GCF_004924315.1,573.25927,ceftazidime,Susceptible,<=1,mg/L,Broth dilution
GCF_004924315.1,573.25927,piperacillin/tazobactam,Resistant,==128/4,mg/L,Broth dilution
GCF_004924315.1,573.25927,meropenem,Intermediate,==2,mg/L,Broth dilution
GCF_004924315.1,573.25927,ceftazidime/avibactam,Susceptible,<=0.5/4,mg/L,Broth dilution
GCF_004924315.1,573.25927,doripenem,Susceptible,==1,mg/L,Broth dilution
GCF_004924315.1,573.25927,tigecycline,Susceptible,<=0.5,mg/L,Broth dilution
GCF_004924315.1,573.25927,amikacin,Susceptible,<=1,mg/L,Broth dilution
GCF_004924315.1,573.25927,cefepime,Susceptible,==2,mg/L,Broth dilution
GCF_004924315.1,573.25927,ertapenem,Resistant,==2,mg/L,Broth dilution
GCF_900775915.1,573.26259,trimethoprim/sulfobactam,Susceptible,,,Broth dilution
GCF_900776515.1,573.26319,ceftazidime,Resistant,,,Broth dilution
GCF_900775855.1,573.26253,gentamicin,Resistant,,,Broth dilution
GCF_900776445.1,573.26312,ciprofloxacin,Susceptible,,,Broth dilution
GCF_900776225.1,573.26290,ampicillin,Resistant,,,Broth dilution
GCF_900775925.1,573.26260,ceftazidime,Resistant,,,Broth dilution
GCF_900775585.1,573.26224,ampicillin/sulbactam,Susceptible,,,Broth dilution
GCF_900775605.1,573.26226,piperacillin/tazobactam,Intermediate,,,Broth dilution
GCF_900776515.1,573.26319,ertapenem,Susceptible,,,Broth dilution
GCF_900775665.1,573.26234,meropenem,Susceptible,,,Broth dilution
GCF_900776175.1,573.26285,meropenem,Susceptible,,,Broth dilution
GCF_900776215.1,573.26289,ertapenem,Susceptible,,,Broth dilution
GCF_900775605.1,573.26226,gentamicin,Susceptible,,,Broth dilution
GCF_900775585.1,573.26224,ertapenem,Susceptible,,,Broth dilution
GCF_900776055.1,573.26273,gentamicin,Resistant,,,Broth dilution
GCF_900776305.1,573.26298,meropenem,Susceptible,,,Broth dilution
GCF_900776315.1,573.26299,ertapenem,Susceptible,,,Broth dilution
GCF_900775955.1,573.26263,aztreonam,Susceptible,,,Broth dilution
GCF_900775785.1,573.26246,tigecycline,Susceptible,,,Broth dilution
GCF_900776245.1,573.26292,ampicillin/sulbactam,Resistant,,,Broth dilution
GCF_900775775.1,573.26245,nitrofurantoin,Intermediate,,,Broth dilution
GCF_900776515.1,573.26319,piperacillin/tazobactam,Susceptible,,,Broth dilution
GCF_900775915.1,573.26259,cefepime,Susceptible,,,Broth dilution
GCF_900776175.1,573.26285,aztreonam,Susceptible,,,Broth dilution
GCF_900775855.1,573.26253,meropenem,Susceptible,,,Broth dilution
GCF_900775785.1,573.26246,ceftriaxone,Susceptible,,,Broth dilution
GCF_900775785.1,573.26246,ertapenem,Susceptible,,,Broth dilution
GCF_900775585.1,573.26224,nitrofurantoin,Susceptible,,,Broth dilution
GCF_900776305.1,573.26298,ertapenem,Susceptible,,,Broth dilution
GCF_900776175.1,573.26285,cefazolin,Susceptible,,,Broth dilution
GCF_900775825.1,573.26250,amikacin,Susceptible,,,Broth dilution
GCF_900775825.1,573.26250,piperacillin/tazobactam,Susceptible,,,Broth dilution
GCF_900775795.1,573.26247,piperacillin/tazobactam,Susceptible,,,Broth dilution
GCF_900775995.1,573.26267,piperacillin/tazobactam,Susceptible,,,Broth dilution
GCF_900776435.1,573.26311,piperacillin/tazobactam,Susceptible,,,Broth dilution
GCF_900776055.1,573.26273,meropenem,Susceptible,,,Broth dilution
GCF_900776175.1,573.26285,ertapenem,Susceptible,,,Broth dilution
GCF_900776215.1,573.26289,piperacillin/tazobactam,Susceptible,,,Broth dilution
GCF_900775995.1,573.26267,aztreonam,Susceptible,,,Broth dilution
GCF_900776215.1,573.26289,tigecycline,Susceptible,,,Broth dilution
GCF_900775925.1,573.26260,cefepime,Resistant,,,Broth dilution
GCF_900775995.1,573.26267,ampicillin/sulbactam,Susceptible,,,Broth dilution
GCF_900776085.1,573.26276,ciprofloxacin,Resistant,,,Broth dilution
GCF_900776335.1,573.26301,cefazolin,Susceptible,,,Broth dilution
GCF_900775855.1,573.26253,ampicillin/sulbactam,Resistant,,,Broth dilution
GCF_900775825.1,573.26250,tigecycline,Susceptible,,,Broth dilution
GCF_900775585.1,573.26224,cefazolin,Susceptible,,,Broth dilution
GCF_900776255.1,573.26293,ertapenem,Susceptible,,,Broth dilution
GCF_900775895.1,573.26257,nitrofurantoin,Intermediate,,,Broth dilution
GCF_900776305.1,573.26298,cefepime,Resistant,,,Broth dilution
GCF_900775895.1,573.26257,cefepime,Resistant,,,Broth dilution
GCF_900775785.1,573.26246,ampicillin,Resistant,,,Broth dilution
GCF_900775995.1,573.26267,ampicillin,Resistant,,,Broth dilution
GCF_900775665.1,573.26234,piperacillin/tazobactam,Susceptible,,,Broth dilution
GCF_900776335.1,573.26301,ciprofloxacin,Susceptible,,,Broth dilution
GCF_900776085.1,573.26276,aztreonam,Resistant,,,Broth dilution
GCF_900776445.1,573.26312,gentamicin,Susceptible,,,Broth dilution
GCF_900775805.1,573.26248,gentamicin,Resistant,,,Broth dilution
GCF_900775775.1,573.26245,cefepime,Susceptible,,,Broth dilution
GCF_900775855.1,573.26253,aztreonam,Resistant,,,Broth dilution
GCF_900776315.1,573.26299,ciprofloxacin,Susceptible,,,Broth dilution
GCF_900776315.1,573.26299,ampicillin,Resistant,,,Broth dilution
GCF_900775925.1,573.26260,ampicillin,Resistant,,,Broth dilution
GCF_900776335.1,573.26301,ampicillin,Resistant,,,Broth dilution
GCF_900775855.1,573.26253,ciprofloxacin,Susceptible,,,Broth dilution
GCF_900775915.1,573.26259,ertapenem,Susceptible,,,Broth dilution
GCF_900776255.1,573.26293,amikacin,Intermediate,,,Broth dilution
GCF_900776305.1,573.26298,nitrofurantoin,Resistant,,,Broth dilution
GCF_900776225.1,573.26290,aztreonam,Susceptible,,,Broth dilution
GCF_900775565.1,573.26222,piperacillin/tazobactam,Susceptible,,,Broth dilution
GCF_900776215.1,573.26289,amikacin,Susceptible,,,Broth dilution
GCF_900775775.1,573.26245,ampicillin,Resistant,,,Broth dilution
GCF_900776195.1,573.26287,meropenem,Susceptible,,,Broth dilution
GCF_900775915.1,573.26259,ampicillin/sulbactam,Susceptible,,,Broth dilution
GCF_900775565.1,573.26222,ceftriaxone,Susceptible,,,Broth dilution
GCF_900776225.1,573.26290,tigecycline,Susceptible,,,Broth dilution
GCF_900775995.1,573.26267,gentamicin,Susceptible,,,Broth dilution
GCF_900775785.1,573.26246,ceftazidime,Susceptible,,,Broth dilution
GCF_900776515.1,573.26319,ceftriaxone,Resistant,,,Broth dilution
GCF_900775785.1,573.26246,ampicillin/sulbactam,Susceptible,,,Broth dilution
GCF_900776515.1,573.26319,amikacin,Susceptible,,,Broth dilution
GCF_900775565.1,573.26222,amikacin,Susceptible,,,Broth dilution
GCF_900776245.1,573.26292,amikacin,Susceptible,,,Broth dilution
GCF_900776175.1,573.26285,cefepime,Susceptible,,,Broth dilution
GCF_900776145.1,573.26282,nitrofurantoin,Intermediate,,,Broth dilution
GCF_900776055.1,573.26273,ertapenem,Susceptible,,,Broth dilution
GCF_900776145.1,573.26282,cefazolin,Susceptible,,,Broth dilution
GCF_900775805.1,573.26248,ciprofloxacin,Resistant,,,Broth dilution
GCF_900776175.1,573.26285,nitrofurantoin,Susceptible,,,Broth dilution
GCF_900775785.1,573.26246,cefazolin,Susceptible,,,Broth dilution
GCF_900775795.1,573.26247,ampicillin/sulbactam,Susceptible,,,Broth dilution
GCF_900776255.1,573.26293,piperacillin/tazobactam,Susceptible,,,Broth dilution
GCF_900775855.1,573.26253,trimethoprim/sulfobactam,Resistant,,,Broth dilution
GCF_900776215.1,573.26289,ceftriaxone,Susceptible,,,Broth dilution
GCF_900775605.1,573.26226,ceftazidime,Susceptible,,,Broth dilution
GCF_900776215.1,573.26289,ampicillin,Resistant,,,Broth dilution
GCF_900776085.1,573.26276,nitrofurantoin,Intermediate,,,Broth dilution
GCF_900775805.1,573.26248,tigecycline,Intermediate,,,Broth dilution
GCF_900776225.1,573.26290,gentamicin,Susceptible,,,Broth dilution
GCF_900775565.1,573.26222,ertapenem,Susceptible,,,Broth dilution
GCF_900775855.1,573.26253,nitrofurantoin,Intermediate,,,Broth dilution
GCF_900775825.1,573.26250,trimethoprim/sulfobactam,Resistant,,,Broth dilution
GCF_900775775.1,573.26245,meropenem,Susceptible,,,Broth dilution
GCF_900775795.1,573.26247,meropenem,Susceptible,,,Broth dilution
GCF_900776195.1,573.26287,gentamicin,Susceptible,,,Broth dilution
GCF_900776255.1,573.26293,ceftriaxone,Resistant,,,Broth dilution
GCF_900775895.1,573.26257,amikacin,Susceptible,,,Broth dilution
GCF_900775785.1,573.26246,meropenem,Susceptible,,,Broth dilution
GCF_900775795.1,573.26247,aztreonam,Susceptible,,,Broth dilution
GCF_900776255.1,573.26293,gentamicin,Susceptible,,,Broth dilution
GCF_900776215.1,573.26289,nitrofurantoin,Susceptible,,,Broth dilution
GCF_900776145.1,573.26282,ceftazidime,Susceptible,,,Broth dilution
GCF_900775605.1,573.26226,ampicillin/sulbactam,Resistant,,,Broth dilution
GCF_900776335.1,573.26301,ampicillin/sulbactam,Susceptible,,,Broth dilution
GCF_900775895.1,573.26257,ceftriaxone,Resistant,,,Broth dilution
GCF_900776435.1,573.26311,ceftazidime,Resistant,,,Broth dilution
GCF_900776145.1,573.26282,aztreonam,Susceptible,,,Broth dilution
GCF_900776195.1,573.26287,ciprofloxacin,Susceptible,,,Broth dilution
GCF_900776055.1,573.26273,tigecycline,Susceptible,,,Broth dilution
GCF_900775775.1,573.26245,amikacin,Susceptible,,,Broth dilution
GCF_900775585.1,573.26224,piperacillin/tazobactam,Susceptible,,,Broth dilution
GCF_900775995.1,573.26267,tigecycline,Susceptible,,,Broth dilution
GCF_900776145.1,573.26282,amikacin,Susceptible,,,Broth dilution
GCF_900776515.1,573.26319,cefazolin,Resistant,,,Broth dilution
GCF_900776175.1,573.26285,tigecycline,Susceptible,,,Broth dilution
GCF_900776215.1,573.26289,gentamicin,Susceptible,,,Broth dilution
GCF_900776245.1,573.26292,ciprofloxacin,Susceptible,,,Broth dilution
GCF_900776055.1,573.26273,ampicillin,Resistant,,,Broth dilution
GCF_900775665.1,573.26234,ertapenem,Susceptible,,,Broth dilution
GCF_900776225.1,573.26290,ciprofloxacin,Susceptible,,,Broth dilution
GCF_900775605.1,573.26226,tigecycline,Susceptible,,,Broth dilution
GCF_900776175.1,573.26285,ampicillin,Resistant,,,Broth dilution
GCF_900775855.1,573.26253,cefazolin,Resistant,,,Broth dilution
GCF_900776445.1,573.26312,piperacillin/tazobactam,Susceptible,,,Broth dilution
GCF_900775915.1,573.26259,ampicillin,Resistant,,,Broth dilution
GCF_900776195.1,573.26287,tigecycline,Susceptible,,,Broth dilution
GCF_900776445.1,573.26312,ceftazidime,Susceptible,,,Broth dilution
GCF_900775995.1,573.26267,meropenem,Susceptible,,,Broth dilution
GCF_900775795.1,573.26247,amikacin,Susceptible,,,Broth dilution
GCF_900776195.1,573.26287,ertapenem,Susceptible,,,Broth dilution
GCF_900776515.1,573.26319,ampicillin,Resistant,,,Broth dilution
GCF_900775585.1,573.26224,ampicillin,Resistant,,,Broth dilution
GCF_900776175.1,573.26285,ceftriaxone,Susceptible,,,Broth dilution
GCF_900776305.1,573.26298,gentamicin,Resistant,,,Broth dilution
GCF_900775925.1,573.26260,trimethoprim/sulfobactam,Resistant,,,Broth dilution
GCF_900776245.1,573.26292,gentamicin,Resistant,,,Broth dilution
GCF_900775805.1,573.26248,nitrofurantoin,Intermediate,,,Broth dilution
GCF_900776085.1,573.26276,cefepime,Resistant,,,Broth dilution
GCF_900776515.1,573.26319,gentamicin,Resistant,,,Broth dilution
GCF_900776195.1,573.26287,ampicillin/sulbactam,Susceptible,,,Broth dilution
GCF_900776315.1,573.26299,piperacillin/tazobactam,Susceptible,,,Broth dilution
GCF_900776175.1,573.26285,trimethoprim/sulfobactam,Susceptible,,,Broth dilution
GCF_900775855.1,573.26253,ertapenem,Susceptible,,,Broth dilution
GCF_900775995.1,573.26267,cefazolin,Susceptible,,,Broth dilution
GCF_900776245.1,573.26292,meropenem,Susceptible,,,Broth dilution
GCF_900775995.1,573.26267,trimethoprim/sulfobactam,Susceptible,,,Broth dilution
GCF_900775815.1,573.26249,aztreonam,Susceptible,,,Broth dilution
GCF_900776315.1,573.26299,ampicillin/sulbactam,Resistant,,,Broth dilution
GCF_900775605.1,573.26226,meropenem,Susceptible,,,Broth dilution
GCF_900775665.1,573.26234,cefepime,Susceptible,,,Broth dilution
GCF_900775665.1,573.26234,nitrofurantoin,Resistant,,,Broth dilution
GCF_900775895.1,573.26257,ciprofloxacin,Susceptible,,,Broth dilution
GCF_900775785.1,573.26246,cefepime,Susceptible,,,Broth dilution
GCF_900775815.1,573.26249,ampicillin,Resistant,,,Broth dilution
GCF_900775955.1,573.26263,piperacillin/tazobactam,Susceptible,,,Broth dilution
GCF_900775565.1,573.26222,aztreonam,Susceptible,,,Broth dilution
GCF_900775995.1,573.26267,cefepime,Susceptible,,,Broth dilution
GCF_900775815.1,573.26249,tigecycline,Susceptible,,,Broth dilution
GCF_900775795.1,573.26247,nitrofurantoin,Susceptible,,,Broth dilution
GCF_900776305.1,573.26298,ceftriaxone,Resistant,,,Broth dilution
GCF_900775915.1,573.26259,ciprofloxacin,Susceptible,,,Broth dilution
GCF_900776305.1,573.26298,tigecycline,Susceptible,,,Broth dilution
GCF_900776245.1,573.26292,piperacillin/tazobactam,Intermediate,,,Broth dilution
GCF_900775915.1,573.26259,tigecycline,Susceptible,,,Broth dilution
GCF_900776435.1,573.26311,cefazolin,Resistant,,,Broth dilution
GCF_900775855.1,573.26253,ceftazidime,Resistant,,,Broth dilution
GCF_900775665.1,573.26234,cefazolin,Susceptible,,,Broth dilution
GCF_900776195.1,573.26287,piperacillin/tazobactam,Susceptible,,,Broth dilution
GCF_900776435.1,573.26311,ampicillin,Resistant,,,Broth dilution
GCF_900775955.1,573.26263,ceftazidime,Susceptible,,,Broth dilution
GCF_900775925.1,573.26260,ceftriaxone,Resistant,,,Broth dilution
GCF_900776315.1,573.26299,aztreonam,Resistant,,,Broth dilution
GCF_900775785.1,573.26246,gentamicin,Susceptible,,,Broth dilution
GCF_900775815.1,573.26249,nitrofurantoin,Intermediate,,,Broth dilution
GCF_900775775.1,573.26245,cefazolin,Susceptible,,,Broth dilution
GCF_900775585.1,573.26224,gentamicin,Susceptible,,,Broth dilution
GCF_900775895.1,573.26257,gentamicin,Resistant,,,Broth dilution
GCF_900776305.1,573.26298,ampicillin,Resistant,,,Broth dilution
GCF_900775895.1,573.26257,ertapenem,Susceptible,,,Broth dilution
GCF_900776335.1,573.26301,aztreonam,Susceptible,,,Broth dilution
GCF_900775825.1,573.26250,ampicillin/sulbactam,Resistant,,,Broth dilution
GCF_900776315.1,573.26299,amikacin,Susceptible,,,Broth dilution
GCF_900776255.1,573.26293,ampicillin/sulbactam,Resistant,,,Broth dilution
GCF_900775805.1,573.26248,trimethoprim/sulfobactam,Resistant,,,Broth dilution
GCF_900776435.1,573.26311,gentamicin,Susceptible,,,Broth dilution
GCF_900775895.1,573.26257,ampicillin/sulbactam,Resistant,,,Broth dilution
GCF_900776145.1,573.26282,ciprofloxacin,Susceptible,,,Broth dilution
GCF_900776225.1,573.26290,ampicillin/sulbactam,Susceptible,,,Broth dilution
GCF_900776435.1,573.26311,ceftriaxone,Resistant,,,Broth dilution
GCF_900775795.1,573.26247,ceftazidime,Susceptible,,,Broth dilution
GCF_900776225.1,573.26290,meropenem,Susceptible,,,Broth dilution
GCF_900775955.1,573.26263,trimethoprim/sulfobactam,Susceptible,,,Broth dilution
GCF_900776055.1,573.26273,ceftazidime,Resistant,,,Broth dilution
GCF_900775955.1,573.26263,meropenem,Susceptible,,,Broth dilution
GCF_900775815.1,573.26249,ampicillin/sulbactam,Susceptible,,,Broth dilution
GCF_900775775.1,573.26245,ceftazidime,Susceptible,,,Broth dilution
GCF_900776315.1,573.26299,meropenem,Susceptible,,,Broth dilution
GCF_900776145.1,573.26282,cefepime,Susceptible,,,Broth dilution
GCF_900776305.1,573.26298,ceftazidime,Resistant,,,Broth dilution
GCF_900776515.1,573.26319,ciprofloxacin,Resistant,,,Broth dilution
GCF_900775915.1,573.26259,ceftriaxone,Susceptible,,,Broth dilution
GCF_900776145.1,573.26282,ampicillin/sulbactam,Susceptible,,,Broth dilution
GCF_900775775.1,573.26245,ampicillin/sulbactam,Susceptible,,,Broth dilution
GCF_900776515.1,573.26319,aztreonam,Resistant,,,Broth dilution
GCF_900776445.1,573.26312,meropenem,Susceptible,,,Broth dilution
GCF_900776335.1,573.26301,gentamicin,Susceptible,,,Broth dilution
GCF_900775665.1,573.26234,ceftazidime,Susceptible,,,Broth dilution
GCF_900776335.1,573.26301,ceftriaxone,Susceptible,,,Broth dilution
GCF_900775805.1,573.26248,ceftazidime,Resistant,,,Broth dilution
GCF_900775805.1,573.26248,ceftriaxone,Resistant,,,Broth dilution
GCF_900775565.1,573.26222,gentamicin,Susceptible,,,Broth dilution
GCF_900776445.1,573.26312,tigecycline,Susceptible,,,Broth dilution
GCF_900776145.1,573.26282,piperacillin/tazobactam,Susceptible,,,Broth dilution
GCF_900775895.1,573.26257,trimethoprim/sulfobactam,Resistant,,,Broth dilution
GCF_900776305.1,573.26298,ciprofloxacin,Resistant,,,Broth dilution
GCF_900775915.1,573.26259,gentamicin,Susceptible,,,Broth dilution
GCF_900775825.1,573.26250,ciprofloxacin,Resistant,,,Broth dilution
GCF_900776225.1,573.26290,nitrofurantoin,Susceptible,,,Broth dilution
GCF_900775855.1,573.26253,piperacillin/tazobactam,Susceptible,,,Broth dilution
GCF_900775825.1,573.26250,nitrofurantoin,Intermediate,,,Broth dilution
GCF_900775995.1,573.26267,amikacin,Susceptible,,,Broth dilution
GCF_900775955.1,573.26263,ampicillin/sulbactam,Susceptible,,,Broth dilution
GCF_900776175.1,573.26285,piperacillin/tazobactam,Susceptible,,,Broth dilution
GCF_900775775.1,573.26245,gentamicin,Susceptible,,,Broth dilution
GCF_900775915.1,573.26259,nitrofurantoin,Intermediate,,,Broth dilution
GCF_900776055.1,573.26273,ampicillin/sulbactam,Resistant,,,Broth dilution
GCF_900776055.1,573.26273,nitrofurantoin,Intermediate,,,Broth dilution
GCF_900776085.1,573.26276,gentamicin,Resistant,,,Broth dilution
GCF_900776195.1,573.26287,cefepime,Susceptible,,,Broth dilution
GCF_900775925.1,573.26260,cefazolin,Resistant,,,Broth dilution
GCF_900776435.1,573.26311,nitrofurantoin,Intermediate,,,Broth dilution
GCF_900775825.1,573.26250,gentamicin,Resistant,,,Broth dilution
GCF_900775825.1,573.26250,ceftriaxone,Resistant,,,Broth dilution
GCF_900776335.1,573.26301,trimethoprim/sulfobactam,Susceptible,,,Broth dilution
GCF_900776245.1,573.26292,trimethoprim/sulfobactam,Resistant,,,Broth dilution
GCF_900775825.1,573.26250,ampicillin,Resistant,,,Broth dilution
GCF_900776315.1,573.26299,nitrofurantoin,Intermediate,,,Broth dilution
GCF_900776175.1,573.26285,ampicillin/sulbactam,Susceptible,,,Broth dilution
GCF_900775785.1,573.26246,ciprofloxacin,Susceptible,,,Broth dilution
GCF_900775605.1,573.26226,ciprofloxacin,Susceptible,,,Broth dilution
GCF_900775825.1,573.26250,ceftazidime,Resistant,,,Broth dilution
GCF_900776315.1,573.26299,trimethoprim/sulfobactam,Resistant,,,Broth dilution
GCF_900775925.1,573.26260,nitrofurantoin,Intermediate,,,Broth dilution
GCF_900776515.1,573.26319,cefepime,Resistant,,,Broth dilution
GCF_900775915.1,573.26259,ceftazidime,Susceptible,,,Broth dilution
GCF_900776445.1,573.26312,ertapenem,Susceptible,,,Broth dilution
GCF_900776315.1,573.26299,ceftriaxone,Resistant,,,Broth dilution
GCF_900775585.1,573.26224,amikacin,Susceptible,,,Broth dilution
GCF_900776445.1,573.26312,trimethoprim/sulfobactam,Susceptible,,,Broth dilution
GCF_900776175.1,573.26285,ciprofloxacin,Susceptible,,,Broth dilution
GCF_900776335.1,573.26301,cefepime,Susceptible,,,Broth dilution
GCF_900776085.1,573.26276,ampicillin,Resistant,,,Broth dilution
GCF_900776255.1,573.26293,tigecycline,Susceptible,,,Broth dilution
GCF_900776145.1,573.26282,meropenem,Susceptible,,,Broth dilution
GCF_900776315.1,573.26299,cefazolin,Resistant,,,Broth dilution
GCF_900776305.1,573.26298,ampicillin/sulbactam,Resistant,,,Broth dilution
GCF_900775775.1,573.26245,piperacillin/tazobactam,Susceptible,,,Broth dilution
GCF_900776245.1,573.26292,cefazolin,Resistant,,,Broth dilution
GCF_900775815.1,573.26249,ceftriaxone,Susceptible,,,Broth dilution
GCF_900776085.1,573.26276,amikacin,Susceptible,,,Broth dilution
GCF_900775585.1,573.26224,ciprofloxacin,Susceptible,,,Broth dilution
GCF_900776315.1,573.26299,gentamicin,Susceptible,,,Broth dilution
GCF_900776245.1,573.26292,cefepime,Resistant,,,Broth dilution
GCF_900776145.1,573.26282,tigecycline,Susceptible,,,Broth dilution
GCF_900776255.1,573.26293,trimethoprim/sulfobactam,Resistant,,,Broth dilution
GCF_900776335.1,573.26301,ceftazidime,Susceptible,,,Broth dilution
GCF_900775995.1,573.26267,ceftriaxone,Susceptible,,,Broth dilution
GCF_900775565.1,573.26222,tigecycline,Susceptible,,,Broth dilution
