Strain,NewBaps,Genome.Set,Pathogen,Serotype,Source,Year,P__MLSB_Erythromycin,P__MLSB_Tilmicosin,P__MLSB_Tylosin,P__MLSB_Lincomycin,P__Pleuro_Tiamulin,G__MLSB_ermB_M_O,G__MLSB_ermG_M_S,G__MLSB_ermT_M_S,G__MLSB_linB_M_O,G__MLSB_lnuB__M_O,G__MLSB_lnuC_M_O,G__MLSB_mefA_M_O,G__MLSB__msrD_M_O,G__Pleuro_lsaE_M_O,G__Pleuro_vgaF_C_N,P__Fluoro_Enrofloxacin,P__Fluoro_Marbofloxacin,G__Fluoro_GyrA_81_V_O,G__Fluoro_GyrA_85_V_O,G__Fluoro_ParC_79_V_O,P__Tetra_Tetracycline,P__Tetra_Doxycycline,G__Tetra_tet44_M_S,G__Tetra_tetM__M_O,G__Tetra_tetO_M_O,G__Tetra_tetW__M_O,G__Tetra_tet_40_M_O,G__Tetra_tetL_M_O,G__Tetra_tet_O.W.32.O_M_O,G__Tetra_tetM1_M_S,G__Tetra_tetM2__M_S,G__Tetra_tetM3__M_S,G__Tetra_tetO1_M_S,P__Amino_Spectinomycin,G__Amino_ant_4_Ib_M_S,G__Amino_ant_6_Ia_M_O,G__Amino_ant_6_Ib_M_S,G__Amino_ant_9_Ia_M_O,G__Amino_aph_3_IIIa_M_S,G__Amino_ant_1_M_U,G__Amino_aadE1_M_U,G__Amino_aadE2_M_U,P__TMP_Trimethoprim,G__TMP_DHFR_102_V_N,G__TMP_DHFRPromoter_S_N,G__TMP_dfrF_M_S,G__TMP_dfrK_M_S,P__Phen_Florifenicol,G__Phen_cat_M_S,P__Beta_Amoxicillin,P__Beta_Cefquinome,P__Beta_Ceftiofur,P__Beta_Penicillin,G__Beta_PBP2B.hap_V_N,G__Beta_PBP2X.hap_V_N,G__Beta_PBP2X_551_V_N,G__Beta_PBP2X_569_V_O,G__Beta_PBP2X_594.596_V_O,G__Beta_MraY.hap_V_N
SS1062,11,Lola_UK,RESP,15,Pig,2010,16,128,256,128,2,yes,no,no,no,no,no,no,no,no,no,0.5,1,no,no,no,64,16,no,no,yes,no,no,no,no,no,no,no,no,32,no,no,no,no,no,no,no,no,0.5,yes,yes,no,no,2,no,0.03,1.4999999999999999E-2,0.12,0.03,no,no,no,no,no,no
SS1063,4,Lola_UK,SYS-BRAIN,2,Pig,2010,32,128,256,64,1,yes,no,no,no,no,no,no,no,no,no,0.5,1,no,no,no,32,8,no,no,yes,no,no,no,no,no,no,no,no,16,no,no,no,no,no,no,no,no,0.06,no,no,no,no,2,no,0.03,1.4999999999999999E-2,0.06,0.03,no,no,no,no,no,no
SS1064,27,Lola_UK,RESP,2,Pig,2010,0.03,4,0.5,1,1,no,no,no,no,no,no,no,no,no,no,0.25,0.5,no,no,no,1,0.5,no,no,no,no,no,no,no,no,no,no,no,8,no,no,no,no,no,no,no,no,0.12,no,no,no,no,2,no,0.03,8.0000000000000002E-3,0.06,0.03,no,no,no,no,no,no
SS1065,4,Lola_UK,SYS-BRAIN,2,Pig,2010,32,128,256,128,1,yes,no,no,no,no,no,no,no,no,no,0.5,1,no,no,no,32,8,no,no,yes,no,no,no,no,no,no,no,no,16,no,no,no,no,no,no,no,no,0.06,no,no,no,no,2,no,0.03,1.4999999999999999E-2,0.12,0.03,no,no,no,no,no,no
SS1066,4,Lola_UK,SYS-BRAIN,2,Pig,2010,1.4999999999999999E-2,4,0.5,2,2,no,no,no,no,no,no,no,no,no,yes,0.5,1,no,no,no,1,0.12,no,no,no,no,no,no,no,no,no,no,no,16,no,no,no,no,no,no,no,no,0.06,no,no,no,no,2,no,0.03,1.4999999999999999E-2,0.12,0.03,no,no,no,no,no,no
SS1067,13,Lola_UK,SYS-OTHER,16,Pig,2010,0.03,4,0.5,0.06,0.25,no,no,no,no,no,no,no,no,no,no,0.5,1,no,no,no,32,8,no,no,yes,no,no,no,no,no,no,no,no,16,no,no,no,no,no,no,no,no,1.4999999999999999E-2,no,no,no,no,2,no,0.03,1.4999999999999999E-2,0.12,0.03,no,no,no,no,no,no
SS1070,4,Lola_UK,SYS-BRAIN,2,Pig,2010,32,128,256,128,1,yes,no,no,yes,no,no,no,no,no,no,0.5,1,no,no,no,32,8,no,no,yes,no,no,no,no,no,no,no,no,16,no,no,no,no,no,no,no,no,0.06,no,no,no,no,2,no,0.03,1.4999999999999999E-2,0.12,0.03,no,no,no,no,no,no
SS1072,4,Lola_UK,SYS-BRAIN,2,Pig,2010,1.4999999999999999E-2,4,0.5,1,2,no,no,no,no,no,no,no,no,no,no,0.5,1,no,no,no,1,0.12,no,no,no,no,no,no,no,no,no,no,no,16,no,no,no,no,no,no,no,no,0.06,no,no,no,no,2,no,0.03,0.03,0.12,0.03,no,no,no,no,no,no
SS1073,4,Lola_UK,SYS-BRAIN,1/2,Pig,2010,0.03,4,0.5,1,2,no,no,no,no,no,no,no,no,no,no,0.5,1,no,no,no,1,0.06,no,no,no,no,no,no,no,no,no,no,no,16,no,no,no,no,no,no,no,no,0.06,no,no,no,no,2,no,0.03,1.4999999999999999E-2,0.12,0.03,no,no,no,no,no,no
SS967,5,Lola_UK,UNKNOWN-SYS_DISEASE,4,Pig,2010,0.03,4,1,1,2,no,no,no,no,no,no,no,no,no,no,0.25,0.5,no,no,no,64,16,no,no,yes,no,no,no,no,no,no,no,no,16,no,no,no,no,no,no,no,no,0.5,yes,no,no,no,2,no,0.03,0.03,0.12,0.03,no,no,no,no,no,no
SS969,4,Lola_UK,RESP,2,Pig,2010,32,128,256,128,2,yes,no,no,no,no,no,no,no,no,no,0.5,1,no,no,no,64,16,no,no,yes,no,no,no,no,no,no,no,no,16,no,no,no,no,no,no,no,no,0.06,no,no,no,no,2,no,0.03,0.03,0.12,0.03,no,no,no,no,no,no
SS970,4,Lola_UK,SYS-BRAIN,2,Pig,2010,0.03,4,0.5,2,2,no,no,no,no,no,no,no,no,no,no,0.5,1,no,no,no,32,8,no,yes,no,no,no,no,no,no,yes,no,no,16,no,no,no,no,no,no,no,no,0.06,no,no,no,no,2,no,0.03,1.4999999999999999E-2,0.06,0.03,no,no,no,no,no,no
SS972,4,Lola_UK,SYS-BRAIN,2,Pig,2010,32,128,256,128,1,yes,no,no,no,no,no,no,no,no,no,0.5,1,no,no,no,64,16,no,no,yes,no,no,no,no,no,no,no,no,16,no,no,no,no,no,no,no,no,0.06,no,no,no,no,2,no,0.03,0.03,0.12,0.03,no,no,no,no,no,no
SS973,4,Lola_UK,SYS-BRAIN,2,Pig,2010,32,128,256,128,2,yes,no,no,no,no,no,no,no,no,no,0.5,1,no,no,no,32,8,no,no,yes,no,no,no,no,no,no,no,no,16,no,no,no,no,no,no,no,no,0.06,no,no,no,no,2,no,0.03,1.4999999999999999E-2,0.12,0.03,no,no,no,no,no,no
SS974,25,Lola_UK,SYS-OTHER,2,Pig,2010,0.03,2,0.5,0.25,1,no,no,no,no,no,no,no,no,no,no,0.25,0.5,no,no,no,64,8,no,no,yes,no,no,no,no,no,no,no,no,16,no,no,no,no,no,no,no,no,0.12,yes,no,no,no,1,no,0.03,8.0000000000000002E-3,0.12,0.03,no,no,no,no,no,no
SS975,9,Lola_UK,RESP,NA,Pig,2010,32,128,256,128,32,yes,no,no,no,no,no,no,no,no,yes,0.5,1,no,no,no,64,16,no,no,yes,no,no,no,no,no,no,no,no,8,no,no,no,no,no,no,no,no,0.25,yes,no,no,no,2,no,0.03,1.4999999999999999E-2,0.12,0.03,yes,no,no,no,no,no
SS976,4,Lola_UK,SYS-BRAIN,2,Pig,2010,32,128,256,128,1,yes,no,no,no,no,no,no,no,no,no,0.5,1,no,no,no,64,16,no,no,yes,no,no,no,no,no,no,no,no,16,no,no,no,no,no,no,no,no,0.06,no,no,no,no,2,no,0.06,1.4999999999999999E-2,0.12,0.03,no,no,no,no,no,no
SS979,4,Lola_UK,SYS-OTHER,14,Pig,2010,32,128,256,128,1,yes,no,no,no,no,no,no,no,no,no,0.5,1,no,no,no,32,8,no,no,yes,no,no,no,no,no,no,no,no,16,no,no,no,no,no,no,no,no,0.06,no,no,no,no,2,no,0.03,1.4999999999999999E-2,0.12,0.03,no,no,no,no,no,no
SS981,8,Lola_UK,SYS-BRAIN,NA,Pig,2010,0.03,4,1,2,2,no,no,no,no,no,no,no,no,no,no,0.5,1,no,no,no,32,8,no,no,no,no,no,no,no,no,no,no,no,32,no,no,no,no,no,no,no,no,1.4999999999999999E-2,no,no,no,no,2,no,0.03,0.03,0.5,0.03,no,no,yes,no,no,no
SS982,4,Lola_UK,SYS-OTHER,14,Pig,2010,32,128,256,128,1,yes,no,no,no,no,no,no,no,no,no,0.5,1,no,no,no,64,16,no,no,yes,no,no,no,no,no,no,no,no,16,no,no,no,no,no,no,no,no,0.06,no,no,no,no,2,no,0.03,1.4999999999999999E-2,0.12,0.03,no,no,no,no,no,no
SS983,4,Lola_UK,SYS-OTHER,1,Pig,2010,1.4999999999999999E-2,4,0.5,0.5,1,no,no,no,no,no,no,no,no,no,no,0.25,0.5,no,no,no,32,8,no,no,yes,no,no,no,no,no,no,no,no,8,no,no,no,no,no,no,no,no,0.12,no,no,no,no,2,no,0.03,1.4999999999999999E-2,0.12,0.03,no,no,no,no,no,no
SS985,8,Lola_UK,UNKNOWN,NA,Pig,2010,0.03,4,0.5,2,2,no,no,no,no,no,no,no,no,no,no,0.25,0.5,no,no,no,32,8,no,no,yes,no,no,no,no,no,no,no,no,32,no,no,no,no,no,no,no,no,0.12,yes,no,no,no,2,no,0.03,1.4999999999999999E-2,0.12,0.03,no,no,no,no,no,no
SS986,11,Lola_UK,RESP,12,Pig,2010,1.4999999999999999E-2,2,0.5,4,8,no,no,no,no,no,no,no,no,no,yes,0.5,1,yes,no,no,32,8,no,no,yes,no,no,no,no,no,no,no,no,8,no,no,no,no,no,no,no,no,1,yes,no,no,no,1,no,0.03,1.4999999999999999E-2,0.12,0.03,no,no,no,no,no,no
SS987,4,Lola_UK,SYS-OTHER,1,Pig,2010,32,128,256,128,2,yes,no,no,no,no,no,no,no,no,no,0.5,1,no,no,no,32,8,no,no,yes,no,no,no,no,no,no,no,no,16,no,no,no,no,no,no,no,no,0.06,no,no,no,no,4,no,0.03,0.03,0.12,0.03,no,no,no,no,no,no
SS989,26,Lola_UK,RESP,2,Pig,2010,0.03,4,0.5,0.5,1,no,no,no,no,no,no,no,no,no,no,0.25,1,no,no,no,64,16,no,no,yes,no,no,no,no,no,no,no,no,16,no,no,no,no,no,no,no,no,0.03,no,no,no,no,2,no,0.03,8.0000000000000002E-3,0.06,0.03,no,no,no,no,no,no
SS991,4,Lola_UK,SYS-BRAIN,2,Pig,2010,32,128,256,128,1,yes,no,no,no,no,no,no,no,no,no,0.5,1,no,no,no,32,8,no,no,yes,no,no,no,no,no,no,no,no,16,no,no,no,no,no,no,no,no,0.06,no,no,no,no,4,no,0.03,1.4999999999999999E-2,0.12,0.03,no,no,no,no,no,no
SS992,4,Lola_UK,RESP,2,Pig,2010,32,128,256,128,1,yes,no,no,no,no,no,no,no,no,no,0.5,1,no,no,no,32,8,no,no,yes,no,no,no,no,no,no,no,no,16,no,no,no,no,no,no,no,no,0.06,no,no,no,no,2,no,0.03,1.4999999999999999E-2,0.12,0.03,no,no,no,no,no,no
SS993,21,Lola_UK,NON-CLINICAL,NA,Pig,2010,32,128,256,128,8,yes,no,no,no,no,no,no,no,no,yes,0.25,0.5,no,no,no,32,8,no,no,yes,no,no,no,no,no,no,no,no,8,no,no,no,no,no,no,no,no,4,yes,no,no,no,2,no,0.03,1.4999999999999999E-2,0.12,0.03,yes,no,no,no,no,no
SS994,4,Lola_UK,SYS-BRAIN,2,Pig,2010,1.4999999999999999E-2,4,0.5,1,2,no,no,no,no,no,no,no,no,no,no,0.5,1,no,no,no,1,0.06,no,no,no,no,no,no,no,no,no,no,no,16,no,no,no,no,no,no,no,no,0.06,no,no,no,no,2,no,0.03,1.4999999999999999E-2,0.12,0.03,no,no,no,no,no,no
SS995,4,Lola_UK,SYS-OTHER,14,Pig,2010,32,128,256,128,2,yes,no,no,no,no,no,no,no,no,no,0.5,1,no,no,no,32,8,no,no,yes,no,no,no,no,no,no,no,no,16,no,no,no,no,no,no,no,no,0.06,no,no,no,no,2,no,0.03,0.03,0.25,0.03,no,no,no,no,no,no
SS996,26,Lola_UK,RESP,1/2,Pig,2010,0.03,4,1,0.25,1,no,no,no,no,no,no,no,no,no,no,0.25,0.5,no,no,no,64,8,no,no,yes,no,no,no,no,no,no,no,no,8,no,no,no,no,no,no,no,no,0.03,no,no,no,no,1,no,0.03,8.0000000000000002E-3,0.06,0.03,no,no,no,no,no,no
SS997,9,Lola_UK,RESP,8,Pig,2010,32,128,256,128,8,yes,no,no,no,no,no,no,no,no,yes,0.5,1,no,no,no,64,16,no,no,yes,no,no,no,no,no,no,no,no,16,no,no,no,no,no,no,no,no,0.03,no,no,no,no,2,no,0.03,1.4999999999999999E-2,0.25,0.03,yes,no,no,no,no,no
SS998,4,Lola_UK,RESP,2,Pig,2010,0.03,4,1,2,2,no,no,no,no,no,no,no,no,no,no,0.5,1,no,no,no,1,0.06,no,no,no,no,no,no,no,no,no,no,no,16,no,no,no,no,no,no,no,no,0.06,no,no,no,no,2,no,0.03,1.4999999999999999E-2,0.12,0.03,no,no,no,no,no,no
SS999,1,Lola_UK,RESP,3,Pig,2010,1.4999999999999999E-2,4,0.5,0.5,1,no,no,no,no,no,no,no,no,no,no,0.5,1.4999999999999999E-2,no,no,no,0.5,0.06,no,no,no,no,no,no,no,no,no,no,no,16,no,no,no,no,no,no,no,no,0.03,no,no,no,no,1,no,0.03,8.0000000000000002E-3,0.12,0.03,no,no,no,no,no,no
TMW_SS001,4,RCUK_APHA,UNKNOWN,2,Pig,NA,0.03,4,0.5,1,2,no,no,no,no,no,no,no,no,no,no,0.5,1,no,no,no,0.5,0.06,no,no,no,no,no,no,no,no,no,no,no,32,no,no,no,no,no,no,no,no,0.06,no,no,no,no,2,no,0.03,1.4999999999999999E-2,0.12,0.03,no,no,no,no,no,no
TMW_SS002,4,RCUK_APHA,UNKNOWN,2,Pig,NA,32,128,256,128,1,yes,no,no,no,no,no,no,no,no,no,0.5,1,no,no,no,32,8,no,no,yes,no,no,no,no,no,no,no,no,16,no,no,no,no,no,no,no,no,0.06,no,no,no,no,2,no,0.03,1.4999999999999999E-2,0.12,0.03,no,no,no,no,no,no
TMW_SS003,28,RCUK_APHA,UNKNOWN,NA,Pig,NA,32,128,256,128,1,yes,no,no,no,no,no,no,no,no,no,0.25,0.5,no,no,no,64,16,no,no,yes,no,no,no,no,no,no,no,no,16,no,no,no,no,no,no,no,no,0.5,yes,yes,no,no,4,no,0.03,1.4999999999999999E-2,0.12,0.03,no,no,no,no,no,no
TMW_SS004,5,RCUK_APHA,UNKNOWN,8,Pig,NA,32,128,256,128,1,yes,no,no,no,no,no,no,no,no,no,0.25,0.5,no,no,no,32,8,no,no,no,yes,no,no,no,no,no,no,no,16,no,no,no,no,no,no,no,no,0.03,no,no,no,no,2,no,0.03,0.03,0.12,0.03,no,no,no,no,no,no
TMW_SS005,26,RCUK_APHA,RESP,1/2,Pig,2013,32,128,256,128,1,yes,no,no,no,no,no,no,no,no,no,0.25,0.5,no,no,no,64,16,no,no,yes,no,no,no,no,no,no,no,no,8,no,no,no,no,no,no,no,no,0.03,no,no,no,no,4,no,0.03,8.0000000000000002E-3,0.06,0.03,no,no,no,no,no,no
TMW_SS006,4,RCUK_APHA,SYS-OTHER,2,Pig,2013,32,128,256,128,2,yes,no,no,no,no,no,no,no,no,no,0.5,1,no,no,no,32,16,no,no,yes,no,no,no,no,no,no,no,no,16,no,no,no,no,no,no,no,no,0.06,no,no,no,no,2,no,0.03,1.4999999999999999E-2,0.12,0.03,no,no,no,no,no,no
TMW_SS007,4,RCUK_APHA,SYS-BRAIN,2,Pig,2013,32,128,256,128,1,yes,no,no,no,no,no,no,no,no,no,0.5,1,no,no,no,64,16,no,no,yes,no,no,no,no,no,no,no,no,16,no,no,no,no,no,no,no,no,0.06,no,no,no,no,2,no,0.03,1.4999999999999999E-2,0.12,0.03,no,no,no,no,no,no
TMW_SS008,9,RCUK_APHA,UNKNOWN,9,Pig,2013,32,128,256,128,4,yes,no,no,no,no,no,no,no,no,no,0.5,1,no,no,no,64,16,no,no,yes,no,no,no,no,no,no,no,no,16,no,no,no,no,no,no,no,no,2,yes,yes,no,no,2,no,0.03,0.06,1,0.5,yes,yes,yes,no,no,yes
TMW_SS009,27,RCUK_APHA,RESP,2,Pig,2013,0.03,4,0.5,1,2,no,no,no,no,no,no,no,no,no,no,0.25,0.5,no,no,no,64,8,no,no,yes,no,no,no,no,no,no,no,no,16,no,no,no,no,no,no,no,no,0.25,no,yes,no,no,2,no,0.03,8.0000000000000002E-3,0.06,0.03,no,no,no,no,no,no
TMW_SS010,4,RCUK_APHA,RESP,2,Pig,2013,32,128,256,128,1,yes,no,no,no,no,no,no,no,no,no,0.5,1,no,no,no,64,16,no,no,yes,no,no,no,no,no,no,no,no,16,no,no,no,no,no,no,no,no,0.06,no,no,no,no,2,no,0.03,1.4999999999999999E-2,0.12,0.03,no,no,no,no,no,no
TMW_SS011,4,RCUK_APHA,RESP,14,Pig,2013,32,128,256,128,1,yes,no,no,no,no,no,no,no,no,no,0.25,0.5,no,no,no,32,8,no,no,yes,no,no,no,no,no,no,no,no,16,no,no,no,no,no,no,no,no,1.4999999999999999E-2,yes,no,no,no,2,no,0.03,1.4999999999999999E-2,0.12,0.03,no,no,no,no,no,no
TMW_SS012,10,RCUK_APHA,UNKNOWN,NA,Pig,2013,1.4999999999999999E-2,2,0.5,1,1,no,no,no,no,no,no,no,no,no,no,0.5,1,no,no,no,1,0.12,no,no,no,no,no,no,no,no,no,no,no,16,no,no,no,no,no,no,no,no,0.5,yes,yes,no,no,1,no,0.03,1.4999999999999999E-2,0.12,0.03,no,no,no,no,no,no
TMW_SS013,28,RCUK_APHA,SYS-OTHER,7,Pig,2013,0.03,2,0.5,0.5,1,no,no,no,no,no,no,no,no,no,no,0.25,0.5,no,no,no,2,0.12,no,yes,no,no,no,no,no,no,yes,no,no,16,no,no,no,no,no,no,no,no,0.06,no,no,no,no,2,no,0.03,8.0000000000000002E-3,0.06,0.03,no,no,no,no,no,no
TMW_SS014,28,RCUK_APHA,UNKNOWN,7,Pig,2013,0.03,2,0.5,1,1,no,no,no,no,no,no,no,no,no,no,0.25,0.5,no,no,no,2,0.25,no,yes,no,no,no,no,no,no,yes,no,no,8,no,no,no,no,no,no,no,no,0.03,no,no,no,no,2,no,0.03,8.0000000000000002E-3,0.06,0.03,no,no,no,no,no,no
TMW_SS015,4,RCUK_APHA,UNKNOWN,2,Pig,2013,32,128,256,128,1,yes,no,no,no,no,no,no,no,no,no,0.5,1,no,no,no,1,0.06,no,no,no,no,no,no,no,no,no,no,no,16,no,no,no,no,no,no,no,no,8,yes,yes,no,no,2,no,0.03,0.03,0.12,0.03,no,no,no,no,no,no
TMW_SS016,4,RCUK_APHA,UNKNOWN,2,Pig,2013,32,128,256,128,1,yes,no,no,no,no,no,no,no,no,no,0.5,1,no,no,no,64,16,no,no,yes,no,no,no,no,no,no,no,no,8,no,no,no,no,no,no,no,no,0.06,no,no,no,no,2,no,0.03,1.4999999999999999E-2,0.12,0.03,no,no,no,no,no,no
TMW_SS017,4,RCUK_APHA,UNKNOWN,14,Pig,2013,32,128,256,128,1,yes,no,no,no,no,no,no,no,no,no,0.5,1,no,no,no,32,8,no,no,yes,no,no,no,no,no,no,no,no,16,no,no,no,no,no,no,no,no,0.06,no,no,no,no,2,no,0.03,1.4999999999999999E-2,0.12,0.03,no,no,no,no,no,no
TMW_SS018,5,RCUK_APHA,RESP,8,Pig,2013,0.03,4,1,1,1,no,no,no,no,no,no,no,no,no,no,0.25,0.5,no,no,no,32,8,no,no,yes,no,no,no,no,no,no,no,no,16,no,no,no,no,no,no,no,no,1.4999999999999999E-2,no,no,no,no,2,no,0.03,0.03,0.12,0.03,no,no,no,no,no,no
TMW_SS019,4,RCUK_APHA,UNKNOWN,14,Pig,2013,32,128,256,128,1,yes,no,no,no,no,no,no,no,no,no,0.5,1,no,no,no,32,8,no,no,yes,no,no,no,no,no,no,no,no,16,no,no,no,no,no,no,no,no,0.06,no,no,no,no,2,no,0.03,1.4999999999999999E-2,0.12,0.03,no,no,no,no,no,no
TMW_SS020,13,RCUK_APHA,UNKNOWN,NA,Pig,2013,32,128,256,128,16,yes,no,no,no,no,no,no,no,no,yes,0.5,1,no,no,no,64,16,no,no,yes,no,no,no,no,no,no,no,no,16,no,no,no,no,no,no,no,no,0.25,no,no,no,no,2,no,0.03,0.03,0.5,0.12,no,no,yes,no,no,no
TMW_SS021,22,RCUK_APHA,SYS-OTHER,29,Pig,2013,32,128,256,128,0.5,yes,no,no,no,no,no,no,no,no,no,0.25,0.5,no,no,no,64,16,no,yes,no,no,no,no,no,no,yes,no,no,8,no,no,no,no,no,no,no,no,0.25,no,no,no,no,2,no,0.03,0.03,0.12,0.03,yes,no,no,no,no,no
TMW_SS022,4,RCUK_APHA,SYS-BRAIN,2,Pig,2013,0.03,4,0.5,1,2,no,no,no,no,no,no,no,no,no,no,0.25,0.5,no,no,no,32,8,no,no,yes,no,no,no,no,no,no,no,no,16,no,no,no,no,no,no,no,no,0.06,no,no,no,no,2,no,0.03,1.4999999999999999E-2,0.12,0.03,no,no,no,no,no,no
TMW_SS023,4,RCUK_APHA,SYS-OTHER,1,Pig,2013,32,128,256,128,1,yes,no,no,no,no,no,no,no,no,no,0.5,1,no,no,no,32,8,no,no,yes,no,no,no,no,no,no,no,no,16,no,no,no,no,no,no,no,no,0.06,no,no,no,no,2,no,0.03,1.4999999999999999E-2,0.12,0.03,no,no,no,no,no,no
TMW_SS024,10,RCUK_APHA,UNKNOWN,NA,Pig,2013,1.4999999999999999E-2,4,0.5,2,2,no,no,no,no,no,no,no,no,no,no,0.5,1,no,no,no,1,0.12,no,no,no,no,no,no,no,no,no,no,no,8,no,no,no,no,no,no,no,no,0.5,yes,no,no,no,1,no,0.03,8.0000000000000002E-3,0.06,0.03,no,no,no,no,no,no
TMW_SS025,4,RCUK_APHA,UNKNOWN,2,Pig,NA,32,128,256,128,1,yes,no,no,no,no,no,no,no,no,no,0.5,1,no,no,no,32,16,no,no,yes,no,no,no,no,no,no,no,no,16,no,no,no,no,no,no,no,no,0.06,no,no,no,no,2,no,0.03,1.4999999999999999E-2,0.12,0.03,no,no,no,no,no,no
TMW_SS026,24,RCUK_APHA,UNKNOWN,3,Pig,2013,0.03,4,1,0.25,1,no,no,no,no,no,no,no,no,no,no,0.25,0.5,no,no,no,1,0.5,no,no,no,no,no,no,no,no,no,no,no,16,no,no,no,no,no,no,no,no,0.03,no,no,no,no,2,no,0.03,1.4999999999999999E-2,0.12,0.03,no,no,no,no,no,no
TMW_SS027,5,RCUK_APHA,UNKNOWN,8,Pig,2013,32,128,256,128,0.5,yes,no,no,no,no,no,no,no,no,no,0.25,0.5,no,no,no,32,8,no,no,yes,no,no,no,no,no,no,no,no,16,no,no,no,no,no,no,no,no,2,yes,no,no,yes,2,no,0.03,0.03,0.12,0.03,no,no,no,no,no,no
TMW_SS028,22,RCUK_APHA,UNKNOWN,29,Pig,2013,32,128,256,128,0.5,yes,no,no,no,no,no,no,no,no,no,0.5,1,no,no,no,2,0.06,no,no,no,no,no,no,no,no,no,no,no,4,no,no,no,no,no,no,no,no,0.25,no,no,no,no,2,no,0.03,1.4999999999999999E-2,0.06,0.03,yes,no,no,no,no,no
TMW_SS029,10,RCUK_APHA,UNKNOWN,NA,Pig,2013,1.4999999999999999E-2,0.5,0.25,0.5,1,no,no,no,no,no,no,no,no,no,no,0.25,0.5,no,no,no,64,16,no,no,yes,no,no,no,no,no,no,no,no,4,no,no,no,no,no,no,no,no,0.03,no,no,no,no,0.5,no,0.03,0.03,0.12,0.03,no,no,no,no,no,no
TMW_SS031,4,RCUK_APHA,UNKNOWN,1,Pig,2013,0.03,4,0.5,1,2,no,no,no,no,no,no,no,no,no,no,0.5,1,no,no,no,1,0.12,no,no,no,no,no,no,no,no,no,no,no,16,no,no,no,no,no,no,no,no,0.06,no,no,no,no,2,no,0.03,1.4999999999999999E-2,0.12,0.03,no,no,no,no,no,no
TMW_SS032,24,RCUK_APHA,UNKNOWN,3,Pig,2013,4,128,256,128,1,yes,no,no,no,no,no,no,no,no,no,0.25,0.5,no,no,no,64,8,no,no,yes,no,no,no,no,no,no,no,no,8,no,no,no,no,no,no,no,no,1,no,no,no,no,1,no,0.03,1.4999999999999999E-2,0.12,0.03,no,no,no,no,no,no
TMW_SS033,25,RCUK_APHA,UNKNOWN,1/2,Pig,2013,0.03,4,0.5,0.5,1,no,no,no,no,no,no,no,no,no,no,0.25,0.5,no,no,no,64,16,no,no,yes,no,no,no,no,no,no,no,no,8,no,no,no,no,no,no,no,no,0.25,yes,yes,no,no,1,no,0.03,8.0000000000000002E-3,0.06,0.03,no,no,no,no,no,no
TMW_SS034,9,RCUK_APHA,UNKNOWN,NA,Pig,2013,1.4999999999999999E-2,4,0.5,128,64,no,no,no,yes,no,no,no,no,yes,yes,0.5,1,no,no,no,2,0.12,no,no,no,no,no,no,no,no,no,no,no,16,no,no,no,no,no,no,no,no,1,yes,yes,no,no,2,no,0.03,0.03,0.25,0.03,yes,no,no,no,no,no
TMW_SS035,9,RCUK_APHA,UNKNOWN,NA,Pig,2013,1.4999999999999999E-2,4,0.5,128,64,no,no,no,yes,no,no,no,no,yes,yes,0.5,1,no,no,no,2,0.12,no,no,no,no,no,no,no,no,no,no,no,16,no,no,no,no,no,no,no,no,0.5,yes,yes,no,no,1,no,0.03,0.03,0.25,0.03,yes,no,no,no,no,no
TMW_SS036,26,RCUK_APHA,UNKNOWN,1/2,Pig,2013,32,128,256,128,0.5,yes,no,no,no,no,no,no,no,no,no,0.25,0.5,no,no,no,2,0.12,no,no,no,no,no,no,no,no,no,no,no,16,no,no,no,no,no,no,no,no,0.03,no,no,no,no,2,no,0.03,8.0000000000000002E-3,0.06,0.03,no,no,no,no,no,no
TMW_SS037,9,RCUK_APHA,UNKNOWN,NA,Pig,2013,32,128,256,128,16,yes,no,no,no,no,no,no,no,no,yes,0.25,0.5,no,no,no,128,16,no,no,yes,no,no,no,no,no,no,no,no,16,no,no,no,no,no,no,no,no,0.12,yes,no,no,no,2,no,0.06,0.06,1,1,yes,yes,yes,no,no,no
TMW_SS038,4,RCUK_APHA,UNKNOWN,2,Pig,2013,0.03,4,1,2,2,no,no,no,no,no,no,no,no,no,no,0.5,1,no,no,no,1,0.12,no,no,no,no,no,no,no,no,no,no,no,16,no,no,no,no,no,no,no,no,0.06,no,no,no,no,2,no,0.03,0.03,0.12,0.03,no,no,no,no,no,no
TMW_SS039,4,RCUK_APHA,UNKNOWN,2,Pig,2013,32,128,256,128,1,yes,no,no,no,no,no,no,no,no,no,0.5,2,no,no,no,64,16,no,no,yes,no,no,no,no,no,no,no,no,16,no,no,no,no,no,no,no,no,0.06,no,no,no,no,2,no,0.03,1.4999999999999999E-2,0.12,0.03,no,no,no,no,no,no
TMW_SS040,4,RCUK_APHA,SYS-BRAIN,2,Pig,2013,32,128,256,128,1,yes,no,no,no,no,no,no,no,no,no,0.5,1,no,no,no,64,16,no,no,yes,no,no,no,no,no,no,no,no,16,no,no,no,no,no,no,no,no,0.06,no,no,no,no,2,no,0.03,1.4999999999999999E-2,0.12,0.03,no,no,no,no,no,no
